id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A1665,1,What do the results of the collected waste samples show?,"O que os resultados das amostras dos rejeitos coletados mostram?
",What was the conclusion given the collected waste samples?,Qual foi a conclusão dada as amostras de rejeitos coletadas?,Our results show that the metal concentrations increased significantly over time after the disaster and changed its chemical partition in the water.,Nossos resultados mostram que as concentrações de metal aumentaram significativamente com o tempo após o desastre e mudaram sua partição química na água.,Show that metal concentrations increased significantly over time after the disaster and changed their chemical partition in water.,Mostram que as concentrações de metal aumentaram significativamente com o tempo depois do desastre e mudaram sua partição química na água.,2-s2.0-85099520347,"",true,true,1,5,5, What
A1666,1,What was the period and how many samples of the tailings were collected?,Qual foi o período e quantas amostras dos rejeitos foram coletados?,How many and at which moments where the tailings samples collected?,Quantas e em quais momentos foram coletadas as amostras dos rejeitos?,"The samples were collected before, during and after the arrival of the tailings from the mine to the Doce River estuary.","As amostras foram coletadas antes, durante e após a chegada dos rejeitos da mina ao estuário do rio Doce","The samples of tailings were collected before the dam failure, during the dam failure and after it, and eight samples were collected at all.","As amostras de rejeito foram coletadas antes do rompimento da barragem, no dia do rompimento e após o rompimento, e foram coletadas 8 amostras ao todo.",2-s2.0-85099520347,"",true,true,1,4,3, What
A1667,1,What is studied and analysed in tidal power plants?,O que foi estudado e analisado nas usinas de energia maremotriz,"","",They studied the configuration management and current physical conditions of the dam,Foi estudado as configurações de gerenciamento e as condições físicas atuais da barragem,The configuration management of a tidal power plan.,O mantimento das configurações das usinas de energia maremotriz,2-s2.0-85028950368,"",true,true,3,5,3, What
A1669,1,What is the purpose of this study?,Qual o objetivo desse estudo?,Why does this study was done?,Por que esse estudo foi feito?,"This study aims to investigate the predictability of extended reach of the HYCOM + RODAS System over the west of the South Atlantic, using its analyzes as an initial condition for 48 retransmissions, each covering 30 days.","Este estudo tem como objetivo investigar a previsibilidade de alcance estendido do Sistema HYCOM + RODAS sobre o oeste do Atlântico Sul, usando suas análises como condição inicial para 48 retransmissões, cada uma cobrindo 30 dias.","This study aims to investigate the extended-range predictability of the HYCOM + RODAS System over the western South Atlantic by using its analyses as initial condition for 48 hindcasts, each covering 30 days. ",Esse estudo busca investigar a previsibilidade de alcance-estendido do Sistema HYCOM + RODAS sobre o oeste do Atlântico Sul usando sua análise como uma condição inicial por 48 testes. Cada um cobrindo 30 dias.,2-s2.0-85064764902,"",false,true,4,5,4, What
A1671,1,What can generate a higher hydrocarbon potential in a deposit like the Pirabas Formation?,O que pode gerar um potencial de hidrocarbonetos mais elevado em um depósito como a Formação Pirabas?,What can create a better hydrocarbon potential in a deposit such as the Pirabas Formation?,O que pode aumentar o potencial de hidrocarbonetos em depósitos similares à Formação Pirabas?,"The presence of Thalassinoides, which results in better porosity and permeability, increasing the flow and storage of fluids","A presença de Thalassinoides, que resulta em porosidade e permeabilidade melhores, aumentando o fluxo e armazenamento de fluídos",bioturbated layers being likely to be common in the sub-surface counterparts of this formation,camadas bioturbadas sendo provavelmente comuns nas contrapartes sub-superficiais desta formação.,2-s2.0-85101961666,"",false,true,3,5,3, What
A1672,1,How is it possible to obtain more accurate analyzes of the quality of the Pirabas Formation reservoir?,Como é possível obter análises mais precisas da qualidade do reservatório Formação Pirabas?,What can be done in order to obtain more accurate reservoir assessments in the Pirabas Formation?,O que pode ser feito para se obter uma avaliação mais precisa da Formação Pirabas?,Taking into account the study of the impact of biogenic structures together with icnological data sets,Levando em conta o estudo do impacto de estruturas biogênicas juntamente com conjuntos de dados icnológicos,By integrating ichnological datasets with reservoir characterization studies,A partir da integração de conjunto de dados iconológicos com estudos de caracterização de reservatórios.,2-s2.0-85101961666,"",false,true,4,4,3, How
A1673,1,What are the upsides of the holistic description of the digital life cycle for the topsides of the FPSO?,Quais os pontos positivos da descrição holística do ciclo de vida digital para os topsides do FPSO?,What are the benefits of the digital life cycle's holistic description for the topsides of the FPSO?,Quais são os benefícios da descrição holística do ciclo de vida digital para os topsides do FPSO?,"Reduce capital and operating costs, shorten project development cycles and decrease offshore labor requirements","Reduzir custos operacionais e de capital, encurtar ciclos de desenvolvimento dos projetos e diminuir requisitos de mão de obra offshore","Can help reduce capital and operating expenses, shorten project development cycles, and decrease offshore manpower requirements. ","Pode ajudar a reduzir despesas operacionais e de capital, encurtar os ciclos de desenvolvimento de projetos e diminuir os requisitos de mão de obra offshore. ",2-s2.0-85097539519,"",false,true,5,5,5, What
A1675,1," What are the diagnoses that appeared in the test results of more than 70% of the sea turtles found in the Microregion of Lagos, Rio de Janeiro?","Quais são os diagnósticos que apareceram no resultado dos testes de mais de 70% das tartarugas marinhas encontradas na Microrregião dos Lagos, Rio de Janeiro?","Among the diagnoses found in the sea turtles in the Microregion of Lagos, Rio de Janeiro, which diagnoses represent more than 70% of the cases?","Dentre os diagnósticos encontrados nas tartarugas marinhas da Microrregião de Lagos, Rio de Janeiro, quais diagnósticos representam mais de 70% dos casos?",Gastritis and parasitism.,Gastrite e parasitismo.,Gastritis and parasitism were diagnosed in more than 70% of the sea turtles in that region.,Gastrite e parasitismo foram diagnosticados em mais de 70% das tartarugas marinhas da região.,2-s2.0-85071488896,"",false,true,2,5,5, What
A1676,1," The article discusses, mainly, what kind of lesion in the sea turtles found?","O artigo discorre, principalmente, sobre que tipo de lesão nas tartarugas marinhas encontradas?",The article focuses on what types of injuries among those found in sea turtles?,O artigo foca em que tipo de lesões dentre as que foram encontradas nas tartarugas marinhas?,Gastrointestinal injuries.,Lesões Gastrointestinais.,Lesions in the gastrointestinal tract.,Lesões no trato gastrointestinal.,2-s2.0-85071488896,"",false,true,5,4,4, What
A1687,1,How can a green corridor be defined?,Como pode ser definido um corredor verde?,"","",Characterized by sustainable logistical solutions with documented reductions in environmental and climatic impacts.,Caracterizado por soluções logísticas sustentáveis com reduções documentadas de impactos ambientais e climáticos.,"A green corridor is characterized by sustainable logistics solutions ​​with documented reductions in environmental and climate impacts. Other features are: high security, high quality and efficiency;","Um corredor verde é caracterizado por soluções logísticas sustentáveis ​​com reduções documentadas de impactos ambientais e climáticos. Outras características são: alta segurança, alta qualidade e eficiência;",2-s2.0-84959561430,"",true,true,1,5,4, How
A1714,1,Which bodies of water act on the coast of Rio Grande do Sul?,Quais massa de água atuam sobre o litoral do Rio Grande do Sul?,Which water masses belong to the coast of Rio Grande do Sul?,Que massas de água pertencem a costa do Rio Grande do Sul?,"Sub-Antarctic Platform Water, Tropical Water and Central Atlantic South Water","Água da Plataforma Subantártica, Água Tropical e Água Central do Atlântico Sul.","Subantarctic Shelf Water, Tropical Water and south Atlantic Central Water, beyond two freshwater sources, from Rio de la Plata estuary and Patos lagoon. ","Água de Plataforma Subantártica, Água Tropical e Água Central do Atlântico Sul, além de duas fontes de água doce, do estuário do Rio da Prata e da Lagoa dos Patos.",2-s2.0-85088709907,"",false,true,1,5,3, What
A1753,1,What are two indicators of possible sites of enhanced submarine groundwater discharge?,Quais são dois indicadores de possíveis locais de alta descarga submarina de águas subterrâneas?,"At sites of enhanced submarine groundwater discharge, which are the two indicators?","Nos locais de alta descarga submarina de águas subterrâneas, quais são dois indicadores?",High radon and low salinities.,Rádon elevado e baixa salinidades.,"there were a few areas along the eastern and northeastern shorelines that displayed relatively high radon and low salinities, indicating possible sites of enhanced SGD","existem algumas áreas pelas regiões leste e nordeste da costa que demonstraram uma alta relativa em radon e baixa salinidade, indicando  um possível local de alta descarga submarina de águas subterrâneas",2-s2.0-85027401053,"",false,true,3,5,4, What
A1689,1,Which elements had a higher than safe levels of concetration while in their aqueous state on water quality for both Brazil and international parties?,Quais elementos tinham um nível de concentração maior do que o seguro no seu estado aquoso na sua qualidade de água para tanto o Brasil quanto Internacionalmente?,"Which elements showed higher concentration levels than recommended in the aqueous state in water quality, both for Brazil and elsewhere?","Que elementos que apresentaram níveis de concentração maiores que o recomendado no estado aquoso na qualidade da água, tanto para o Brasil quanto para outros lugares?","Al, As, Cd, Cr, Cu, Fe, Mn, Ni, Pb, Se and Zn","Al, As, Cd, Cr, Cu, Fe, Mn, Ni, Pb, Se e Zn","Aqueous Al, As, Cd, Cr, Cu, Fe, Mn, Ni, Pb, Se and Zn","Al aquoso, As, Cd, Cr, Cu, Fe, Mn, Ni, Pb, Se e Zn",2-s2.0-85099520347,"",false,true,4,5,4, What
A1697,1,Which allogenic and autogenic processes are the main factors controlling sand distribution in Quaternary coastal systems worldwide?,Quais processos alogênico e autogênico são os principais fatores de controle de distribuição de areia nos sistemas costeiros quaternários no mundo?,Quaternary coastal systems around the world have which main factors within the allogeneic and autogenic processes to help control the distribution of sand? ,Os sistemas costeiros quaternários em todo o mundo possuem quais principais fatores dentro dos processos alogênicos e autogênicos para auxiliar no controle da distribuição de areia?,Relative sea-level change and shoreline trajectory.,A mudança relativa do nível do mar e a trajetória da linha de costa.,Relative sea-level change and shoreline trajectory.,Mudança relativa do nível do mar e trajetória da costa.,2-s2.0-85096519364,"",false,true,3,5,5, What
A1698,1,Where was tested the developed methodology for validating petroleum production tests?,Onde foi testada a metodologia desenvolvida para validação dos testes de produção de petróleo?,"","",It was applied to 13 representative wells of a Brazilian offshore oil field.,Foi aplicado em 13 poços representativos de um campo de petróleo offshore brasileiro.,Was applied to 13 representative wells of a Brazilian offshore oil field.,Foi aplicada a 13 poços representativos de um campo de petróleo offshore brasileiro.,2-s2.0-85090511016,"",true,true,1,5,3, Where
A1700,1,Where are the results of the characterization of the geological layer shown when proposing the use of model-based impedance?,Onde são mostrados os resultados da caracterização da camada geológica  quando se propõe o uso de impedância baseada em modelo?,"when proposing the use of model-based impedance, the results of the characterization of the geological layer are shown where?","ao propor o uso da impedância baseada em modelo, os resultados da caracterização da camada geológica são mostrados onde?",In stacked collection and migration sections with improvements in flattening and focusing of target reflectors.,Em seções de coleta e migração empilhadas com melhorias no achatamento e no foco dos refletores de alvo.,The results are shown in both gathers and stacked migrated sections,Os resultados são mostrados nas seções de coleta e migração empilhadas,2-s2.0-85059436090,"",false,true,4,5,5, Where
A1703,1,What is the example of a complex area cited for which the importance of building seismic velocity models is justified?,Qual o exemplo de área complexa citado para o qual se justifica a importância da construção de modelos de velocidade sísmica?,For which complex area is the importance of building seismic velocity models justified?,Para qual área complexa se justifica a importância da construção de modelos de velocidade sísmica?,"The Pre-Salt section of Santos Basin, in the Brazilian offshore.","A seção do Pré-Sal da Bacia de Santos, no offshore brasileiro.","The Pre-Salt section of Santos Basin, in the Brazilian offshore.","A seção do Pré-Sal da Bacia de Santos, no offshore brasileiro.",2-s2.0-85059436090,"",false,true,5,5,5, What
A1704,1,When the first major discovery of the pre-salt region was announced?,Quando foi anunciada a primeira grande descoberta da região do pré-sal?,In the pre-salt region there was a great discovery. What would be the date of this discovery?,Na região do pré-sal houve uma grande descoberta. Qual seria a data desse descobrimento?,Petrobras announced it in 2006.,"
A Petrobras anunciou em 2006.",The discovery was announced in 2006,A descoberta foi anunciada em 2006,2-s2.0-80052582062,"",true,true,1,3,3, When
A1705,1,What blocked the production flowline of the best offshore producer in Northeast Brazil?,O que bloqueou o fluxo de produção do melhor produtor offshore do Nordeste do Brasil?,What is the reason for the blocking work in the largest offshore producer located in the Northeast of Brazil? ,Qual a causa do bloqueio de trabalhos do maior produtor offshore localizado no Nordeste brasileiro?,A pipeline inspection gauge (PIG) left in a subsea production flowline combined with paraffin deposits.,Um medidor de inspeção de duto ​​deixado em uma linha de fluxo de produção submarina combinado com os depósitos de parafina.,The forgetting of a gauge in the pipeline during surveillance and cleaning on one of the site's subsea production flow lines. ,O esquecimento de um medidor no duto durante a inspeção e limpeza em uma das linhas de fluxo de produção submarina do local.,2-s2.0-85084945361,"",false,true,2,4,5, What
A1706,1,What quantitative methods were used?,Quais métodos quantitativos foram usados?,What quantitative methods were used for the analyses?,Quais métodos quantitativos foram utilizados para as análises? ,Principal Component Analysis and Hierarchical Clustering,Análise de componentes principais e clusterização hierarquica,"Principal Component Analysis, Canonical Principal Coordinate Analysis and Multivariate Permutation Analysis of Variance.","Análise de componentes principais, Análise Canônica de Coordenadas Principais e Análise de Variância Multivariada Permutacional.",2-s2.0-84990861431,"",false,true,5,3,3, What
A1708,1,What is one of the consequences of climate change?,Qual é uma das consequências das mudanças climáticas?,What is a possible consequence of climate change?,Qual é uma possivel consequencia das mudanças climáticas?,Rising sea level.,Elevação do nível do mar.,rising sea levels,elevação do nível do mar,2-s2.0-85100594780,"",true,true,1,3,5, What
A1711,1,What areas are most vulnerable to sea level rises?,"Áreas planas com baixos declives, geralmente planícies costeiras ocupadas por áreas de proteção ambiental, centros urbanos e centros históricos.",What are the areas most vulnerable to global warming side effects,quais são as areas mais afetadas pelos efeitos colaterais do aquecimento global,"Flat areas with low slopes, usually coastal plains occupied by environmental protection areas, urban centers and historic centers.",Quais são as áreas mais vulneráveis às elevações do nível do mar?,areas that are on sea level,areas no nivel do mar,2-s2.0-85100594780,"",true,false,4,5,3, Who
A1712,1,What are the stratal slicing risks?,Quais os riscos do fatiamento estratal?,What could go wrong when adopting stratal slicing?,O que pode dar errado ao adotar o fatiamento estratal?,They may break down in the case of complex stratigraphic or tectonic structuring,O fatiamento pode quebrar no caso de estruturação estratigráfica ou tectônica complexa,This can break in the case of complex stratigraphic or tectonic structuring,"Este, pode quebrar no caso de estruturação estratigráfica ou tectônica complexa",2-s2.0-84865218536,"",false,true,2,5,5, What
A1715,1,What is the main reason for the increased use of Nuclear Magnetic Resonance (NMR) technology?,Qual o principal motivo do aumento do uso da tecnologia de Ressonância Magnética Nuclear (NMR)?,"It has been reported a increase of MRN usage, does it has any main reason?","Foi reportado um aumento do uso de NMR, isso tem alguma razão principal?",Because the porosity estimation provided by this technology is independent of lithology.,Porque a estimativa de porosidade fornecida por esta tecnologia é independente da litologia.,This increased use occurred mainly because the porosity estimation provided by this technology,Esse aumento do uso ocorreu principalmente por causa da estimativa de porosidade que é fornecida por essa tecnologia,2-s2.0-85090509939,"",false,true,1,5,3, What
A1716,1,What methods were combined to improve the quality of the estimations?,Quais metodos foram combinados para melhorar a qualidade da estimativa?,Which methods were combined to raise  the estimation quality of subsurface parameters.,Quais métodos foram combinados para aumentar a qualidade das estimativas de parâmetros de subsuperfície.,High-resolution inversion and consistent low-frequency model,Inversao de alta resolução com um modelo de baixa frequencia consistente,High-resolution inversion and stratigraphically consistent low-frequency models by horizon mapping.,Inversões de alta qualidade e modelos de baixa frequência estratigraficamente  consistentes obtidos com mapeamento de horizonte.,2-s2.0-84865218536,"",true,true,4,4,4, What
A1717,1,In what locations were surface sediments sampled?,Em quais locais os sedimentos superficiais foram amostrados?,Where was surface sediments collected?,Onde os sedimentos de superfície foram  coletados?,Balneário Hermenegildo and in the entrance area of Lagoa dos Patos.,Balneário Hermenegildo e na área de entrada da lagoa dos Patos.,Balneário Hermenegildo and Patos lagoon inlet area.,Balneário Hermenegildo e na área de entrada da lagoa dos Patos.,2-s2.0-85088709907,"",true,true,2,3,5, Where
A1719,1,Why doesn't Betulaceae represent the coastal vegetation of Rio Grande do Sul?,Porque a Betulaceae não representa a vegetação costeira do Rio Grande do Sul?,Which vegetation does the Betulaceae represents?,Que vegetação a Betulaceae representa?,"Because it represents montane forests, with anemophilous pollination and transported over long distances.","Por que ela representa florestas montanas, com polinização anemófila e transportadas por longas distâncias.",Because its presence in the area is due to long distance pollination.,Porque sua presença na região se dá a sua capacidade de polinização de longa distância.,2-s2.0-85088709907,"",false,true,4,5,4, Why
A1720,1,Why are there studies on the salt zones in brazilian coast?,Porque existem estudos nas zonas de sal na costa brasileira?,Why are there researches regarding the brazilian salt fields along de coast?,Porque há pesquisas a respeito dos campos de sal brasileiros ao longo da costa?,Due to discobery in oil and gas in the pre-salt areas,Pela descoberta de petroleo e gas naa area do pré-sal,Because operations in the massive oil and gas fields found in the Pre-Salt require new operational practices and technologies.,Pois operações nos grandes campos de petróleo e gás encontrados no pré-sal necessitam de novas praticas operacionais e tecnologias.,2-s2.0-84897376128,"",false,true,4,5,4, Why
A1725,1,by what means did the modeling and optimization of the ESP system take place?,por que meios ocorreu a modelagem e a otimização do sistema ESP?,what methods were used in modeling and optimization of the ESP system?,quais métodos foram usados para a modelagem e otimização do sistema ESP?,From software simulations and continuous production monitoring.,A partir de simulações de software e monitoramento contínuo da produção.,Software simulations and continuous production monitoring,Simulações de software e monitoramento contínuo da produção,2-s2.0-85097552901,"",false,true,1,5,5, What
A1726,1,What were the techniques used to determine the metal concentration in sediments at Aratu port?,Quais foram as técnicas utilizadas para determinar a concentração de metais nos sedimentos do porto de Aratu?,What techniques were used to determine the concentration of metals in the sediments of the port of Aratu?,Que técnicas foram utilizadas na determinação da concentração de metais nos sedimentos do porto de Aratu?,"Atomic absorption spectrometer with flame, also with hydrate generation, and cold vapor spectrophotometry.","Espectrômetro de absorção atômica com chama, também com geração de hidrato, e espectrofotometria de vapor frio.","Flame atomic absorption spectrometer, also with hydrate generation, and cold vapor spectrophotometry.","Espectrômetro de absorção atômica com chama, também com geração de hidrato, e espectrofotometria de vapor frio. ",2-s2.0-84975761253,"",true,true,1,4,5, What
A1727,1," Thematic maps were developed about three Brazilian rivers, what is maps indicate?","Foram preparados mapas temáticos sobre três rios brasileiros, o que esses mapas indicam? ","through three of the Brazilian rivers, thematic maps were created, what do these maps suggest?","Mediante a três dos rios brasileiros, foram criados mapas temáticos, o que esses mapas sugerem? ","These maps indicate the degree of ecodynamic stability, and the evolutionary trends of the propositional scenarios and zoning.","Os mapas indicam os níveis de estabilidade eco-dinâmica, assim como as tendências evolutivas de cenários de zoneamento.","They show the geoecological units and features, indicating their degree of ecodynamic stability, and the evolutionary trends of propositional scenarios and zoning, with the objective of defining possible spatial planning strategies at different payment scales.","Eles mostram as unidades e feições geoecológicas, indicando seu grau de estabilidade ecodinâmica, e as tendências evolutivas de cenários proposicionais e zoneamentos, com o objetivo de definir possíveis estratégias de ordenamento do território em diferentes escalas funcionais.",2-s2.0-85085473397,"",false,true,1,5,4, What
A1728,1,What are the objectives of the thematic maps develop about the Brazilian rivers?,Qual o objetivo dos mapas temáticos desenvolvidos sobre os rios brasileiros?,What are the uses of the thematic maps developed about the Brazilian rivers?,Quais são os usos dos mapas temáticos desenvolvidos sobre os rios brasileiros,The objective of this maps is defining potential strategies for the planning of land use on different functional scales,O objetivo do mapa é definir potenciais estratégias para o planejamento so uso da terra em diversas escalas funcionais.,It defines potential strategies for the planning of land use on different functional scales.,Define potenciais estratégias para utilização de terra em diferentes escalas funcionais.,2-s2.0-85085473397,"",false,true,3,5,4, What
A1729,1,How the spatial analyses permit the establishment of environmental management strategies?,Como a analise espacial permite o estabelecimento de estratégias de gestão ambiental?,"","","Based on the existing knowledge of their hydrographic basins, the theoretical concepts of landscape geoecology and environmental planning, and supported by the techniques of remote sensing and thematic cartography.","Baseado no conhecimento existente sobre as bacias hidrográficas, os conceitos teóricos de terreno e geo-ecologia, o planejamento ambiental e com o suporte de técnicas de sensoriamento remoto e cartografia temática.",With the estuaries based on the existing knowledge of their hydrographic basins.,Com os estuários baseados no conhecimento existente de suas bacias hidrográficas.,2-s2.0-85085473397,"",true,true,5,3,3, How
A1732,1,How stochastic sampling algorithm which generates fault network scenarios are useful?,Como o algoritmo de amostragem estocástico que gera cenários de rede de falha é útil?,They asked me How stochastic sampling algorithm which generates fault network scenarios are useful.,Me perguntaram como o algoritmo de amostragem estocástico que gera cenários de rede de falha é útil.,"This algorithm is useful for reducing interpretation bias, formalizing interpretation concepts, and assessing first-order structural uncertainties.","Este algoritmo é útil para reduzir o viés de interpretação, formalizar conceitos de interpretação e avaliar incertezas estruturais de primeira ordem.","It is useful for reducing interpretation bias, formalizing interpretation concepts, and assessing first-order structural uncertainties.","É útil para reduzir o viés de interpretação, formalizar conceitos de interpretação e avaliar incertezas estruturais de primeira ordem.

",2-s2.0-85101359309,"",false,true,3,4,5, How
A1733,1,"Why bathymetric data, side scan sonar imagery, and underwater were used?","Por que dados batimétricos, imagens de sonar de varredura lateral e subaquática foram usados?","","","Because were used to map the expressive feature, never informed before.","Porque foram usados para mapear a característica expressiva, nunca informada antes.","Because it was needed to map the expressive feature, never informed before","Porque era preciso mapear o traço expressivo, nunca informado antes",2-s2.0-85075350522,"",false,true,2,5,5, Why
A1734,1,The coastal retrogradation of upper unconsolidated sediment during the last transgression contributed to what?,A retrogradação costeira de sedimentos superiores não consolidados durante a última transgressão contribuiu para quê?,What does the coastal retrogradation of upper unconsolidated sediment during the last transgression contributed for?,Para o que a retrogradação costeira de sedimentos superiores não consolidados durante a última transgressão contribuiu?,Contributed to the settlement of a sandbank at the bay mouth.,Contribuiu para o assentamento de um restinga na foz da baía.,To the settlement of a sandbank at the bay mouth,Para o assentamento de um banco de areia na foz da baia,2-s2.0-85075350522,"",true,true,1,5,4, None of the above
A1735,1,What are the estimated paleo sea level at the time of the pedogenesis?,Quais são os níveis estimados do mar no momento da pedogênese?,"At the time of the pedogenesis, what was the estimated paleo sea level?","No momento da pedogênese, qual era o nível estimado do mar?",Was estimated to be above the maximum height of the global eustatic curves related to Marine Isotopic Stage 3.,Foi estimado estar acima da altura máxima das curvas eustáticas globais relacionadas ao Estágio Isotópico Marinho 3.,above the maximum height of the global eustatic curves related to Marine Isotopic Stage 3.,"acima da altura máxima das curvas eustáticas globais relacionadas ao Estágio Isotópico Marinho 3.
",2-s2.0-85075350522,"",false,true,1,5,5, What
A1738,1,What is the Libra project doing on the Brazilian coast?,O que o projeto libra está fazendo na costa brasileira?,What is the proposed action of the Libra project on the Brazilian coast?,Qual é a proposta de ação do projeto Libra na costa brasileira?,"The Libra project is exploring and developing a large oil and gas deposit in the pre-salt area of ​​the Santos Basin, 160 kilometers off the Brazilian coast.","O projeto Libra está explorando e desenvolvendo um grande depósito de petróleo e gás na área do pré-sal da Bacia de Santos, a 160 quilômetros da costa brasileira. ","He is exploring and developing a very large deposit of oil and gas in the pre-salt area of Santos Basin, 100 miles offshore Brazil's coastline.","Ele está explorando e desenvolvendo um grande depósito de óleo e gás na área do pré-sal da Bacia de Santos, 160 quilômetros da costa brasileira.",2-s2.0-85051644896,"",true,true,1,5,5, What
A1740,1,How many wells is the Libra project drilling?,Quantos poços o projeto Libra está perfurando?,"Ultimately, the field could see the drilling of nearly a how many deepwater wells?","Em última análise, o campo poderia ver a perfuração de quase quantos poços em águas profundas?",The Libra project is drilling nearly a hundred deepwater wells.,O projeto Libra está perfurando quase uma centena de poços em águas profundas.,A hundred deepwater wells.,Cem poços em águas profundas.,2-s2.0-85051644896,"",true,true,2,5,5, How
A1741,1,What the Exclusive Economic Zone of Brazil could be used for?,Para que a Zona Econômica Exclusiva do Brasil pode ser usada?,Use case of Economic Zone of Brazil ?,Caso de uso da Zona Econômica do Brasil?,It could be harnessed for offshore wind energy production.,Ela pode ser usada para a produção de energia eólica no mar,Can be harnessed for offshore wind energy production,Pode ser aproveitado para produção de energia eólica offshore ,2-s2.0-84879955769,"",true,true,1,5,5, What
A1742,1,"According to the study, the concentrations of two metals in the sediments did not return to their original values. What metals are these and what does that mean for marine environment?","De acordo com o estudo, as concentrações de dois metais nos sedimentos não voltaram para os seus valores iniciais. Quais são esses metais e o que isso significa para o ambiente marinho?",What metals did not return to their original concentrations values in the sediments according to the study? And what does that mean for the marine environment?,Quais metals não retornaram para seus valores de concentração original nos sedimentos de acordo com o estudo? E o que isso significa para o ambiente marinho? ,Ni and Zn. Indicates that they're the most deleterious elements to the marine environment.,Ni e Zn. Indica que são os elementos mais deletérios ao meio marinho.,Ni and Zn. Those metals are the most deleterious elements to the marine environment,Ni e Zn. Estes metais estão entre os mais deletérios para o ambiente marinho,2-s2.0-84975761253,"",false,true,2,5,5, What
A1743,1,What is the objetive of moonpools usage in offshore technology related to the hull opening in drilling units?,Qual é o objetivo do uso de moonpools em tecnologia offshore em relação à abertura do casco em unidades de perfuração?,What is the objective of the use of moonpools in offshore technology (normally related to the hull opening in drilling units)?,Qual é o objetivo do uso de moonpools em tecnologia offshore (normalmente relacionado à abertura do casco em unidades de perfuração)?,The objetive is to protect drilling equipment from enviromental forces.,O objetivo é proteger os equipamentos de perfuração das forças ambientais.,"Is to protect drilling equipment from environmental forces, and its design aims the minimum motion of the water inside the moonpool, avoiding water impacts when lowering an equipment.","Tem como objetivo proteger os equipamentos de perfuração das forças ambientais, e seu projeto visa a movimentação mínima da água dentro do moonpool, evitando impactos da água ao baixar um equipamento.",2-s2.0-33751312200,"",false,true,3,5,4, What
A1744,1," How three wind turbines, each one with 3 MW of power, could help the Itamaracá Island?","Como três turbinas eólicas, cada uma com 3MW de força, poderiam ajudar a ilha de Itamaracá?","What can 3 wind turbines, each with 3 MW of power, do for the island of Itamaracá?","O que 3 turbinas eólicas, cada com 3 MW de força, podem fazer pela ilha de Itamaracá?","It could generate around 30,000 MWh/year, ensuring the energy throughout the year for the Itamaracá Island","Elas poderiam gerar cerca de 30,000 MWh/ano, assegurando a energia durante todo ano para a ilha de Itamaracá","They would generate around 30,000 MWh/year, which would be sufficient to ensure energy throughout the year in Itamaracá Island.","Eles gerariam cerca de 30 mil MWh / ano, o que seria suficiente para garantir energia ao longo do ano na Ilha de Itamaracá.",2-s2.0-84879955769,"",false,true,3,5,4, How
A1745,1,What needed to be analised simultaneously with the collection of biological and sediment samples on Guajará Bay?,O que precisoui ser analisado simultâneamente com a coleta de amostras biológicas e de sedimento na Baía do Guajará?,The biological and sediment samples taken from the Guajará Basin were analyzed in what aspects?,As coletas de amostras biológicas e de sedimentos retiradas da Bacia do Guajará foram analisadas em quais aspectos?,"The pH of the surface water, salinity, electrical conductivity and temperature were measured.","Foram medidos o pH da superfície da água, salinidade, condutividade elétrica e temperatura.","Surface water pH, salinity, electrical conductivity and temperature were simultaneously analyzed.","Foram analisados simultaneamente o pH da água superficial, salinidade, condutividade elétrica e temperatura.",2-s2.0-84883765236,"",false,true,4,5,5, What
A1746,1,What is the difference of the abundance and diversity of the organisms in the dry and rainy seasons?,Qual a diferença da abundância e diversidade dos organismos nas estações seca e chuvosa?,"","","Were significantly higher in the rainy season, when there was a marked increase in the abundance of oligochaetes and insect larvae, whereas polychaetes predominated during the dry season.","Foram significativamente maiores na estação chuvosa, quando houve um aumento acentuado na abundância de oligoquetas e larvas de insetos, enquanto os poliquetas predominaram na estação seca.","The abundance and diversity of the organisms were significantly higher in the rainy season, when there was a marked increase in the abundance of oligochaetes and insect larvae, whereas polychaetes predominated during the dry season.","A abundância e diversidade dos organismos foram significativamente maiores na estação chuvosa, quando houve um aumento acentuado na abundância de oligoquetas e larvas de insetos, enquanto os poliquetas predominaram na estação seca.",2-s2.0-84883765236,"",true,true,2,4,5, What
A1747,1,What type of output was used by the downscaling experiments to perform the analysis of the regional hydrodynamics?,"Qual tipo de saída foi usado pelos experimentos de downscaling para fazer a análise das hidrodinâmicas regionais?
",What the name of the output used by the downscaling experiments to perform the analysis of the regional hydrodynamics?,Qual o nome da saída usada pelos experimentos de downscaling para fazer a análise das hidrodinâmicas regionais?,HadGEM2-ES outputs,Saídas HadGEM2-ES,The HadGEM2-ES outputs,A saída HadGEM2-ES,2-s2.0-85029591872,"",true,true,2,5,5, What
A1748,1,What is the average rate of sea level rise shown by spatial variations?,Qual é a taxa média de aumento do nível do mar mostrada pelas variações espaciais?,What is the average SLR rate per year indicated by spatial variations?,Qual é a taxa média de SLR por ano indicada pelas variações espaciais?,7.30 mm,7.30 mm,7.30 mm per year,7.30 mm por ano,2-s2.0-85029591872,"",false,true,3,4,4, What
