id,question,prompt,correct_choice,gpt_selected_choice,is_right
B2011,"What can lead to algae overgrowth on coral reefs?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What can lead to algae overgrowth on coral reefs?
  A: It will have an impact on major economic interests and can jeopardize food security
  B: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  C: The extinction of herbivorous fish and excessive nutrients from sewage and agriculture
  D: Shed light on the effects of climate and oceanographic variability on sediment input and accumulation in a less-studied portion of the Brazilian shelf
  E: Failure can immediately start gain and loss events in the well, with a direct impact on the safety of the process.
 ",C,C,1
B2017,"What happened to the number of exploration licences for seabed mining since 2015?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What happened to the number of exploration licences for seabed mining since 2015?
  A: The provisional system used the seabed pipeline, meter, loading tower and a processing vessel from the original production system.
  B: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
  C: To guarantee the quality of coastal population life and the protection of ecosystems resources.
  D: They are generally higher than those found in other Brazilian fields.
  E: The number of licences had a notable increase
 ",E,E,1
B2048,"When is the loss of all commercial fisheries projected to happen?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: When is the loss of all commercial fisheries projected to happen?
  A: Physical and chemical habitat features, depth, sediment types, benthic communities, contaminant levens, oxygen levels and disturbance of the sea floor.
  B: Many projections estimate the loss of all commercial fisheries by the middle of the century, but this information is unreliable.
  C: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: The extinction of herbivorous fish and excessive nutrients from sewage and agriculture
 ",B,B,1
B2053,"Why are warm-water-tolerant species of seaweeds replacing those that are intolerant to warmer water?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why are warm-water-tolerant species of seaweeds replacing those that are intolerant to warmer water?
  A: Cold-water seaweeds, in particular kelps
  B: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  C: It will have an impact on major economic interests and can jeopardize food security
  D: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  E: Because of the increasing seawater temperature.
 ",E,E,1
B2063,"Why will the sea-level fall in some regions rise in others?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why will the sea-level fall in some regions rise in others?
  A: The change in seawater chemistry caused by ocean uptake of carbon dioxide emissions.
  B: Ocean warming and land ice melt.
  C: Because it is influenced by natural factors, such as the variability in winds and currents, and human perturbations
  D: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  E: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
 ",C,B,0
B2065,"What are the risks surrounding food safety in the seafood industry?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the risks surrounding food safety in the seafood industry?
  A: The risks come from contamination by pathogens (particularly from discharges of untreated sewage and animal waste) and toxins (often from algal blooms).
  B: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  C: It will have an impact on major economic interests and can jeopardize food security
  D: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  E: It can undermine biodiversity, endanger more vulnerable human populations, threaten food security and other important socioeconomic aspects
 ",A,A,1
B2066,"How can the benefits from marine and coastal ecosystems be categorized?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How can the benefits from marine and coastal ecosystems be categorized?
  A: Traditionally as goods, services and and cultural benefits.
  B: In coastal environments it affects its configuration and restricts ecosystem services that produce benefits for nature and society.
  C: Harvesting of living resources, coastal protection and genetic resources
  D: The quality of coastal population life and the protection of ecosystems and resources within it.
  E: To guarantee the quality of coastal population life and the protection of ecosystems resources.
 ",A,A,1
B2070,"What is ecosystem approach (in ocean management scope)?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is ecosystem approach (in ocean management scope)?
  A: Environmental, social and economic management of human interactions with oceans and coasts at multiple levels (transboundary, regional, national and local)
  B: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  C: Caisson foam management.
  D: In coastal environments it affects its configuration and restricts ecosystem services that produce benefits for nature and society.
  E: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
 ",A,A,1
B2075,"What is the forecast of people in the world population by 2030?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the forecast of people in the world population by 2030?
  A: The United Nations predicts that the global population will reach 8.5 billion in 2030
  B: Because in 2030 the world population will exceed 8.5 billion people in the world
  C: It will have an impact on major economic interests and can jeopardize food security
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: A more intense use of the energy sector.
 ",A,A,1
B2083,"What has enabled the discovery of new oil and gas reserves further away from shore in the last 10 years?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What has enabled the discovery of new oil and gas reserves further away from shore in the last 10 years?
  A: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
  B: Technological advances
  C: oil and natural gas
  D: The development of the subsalt oil reserves
  E: In order to expand the local gas networks, boost oil and gas output, and improve refining capabilities.
 ",B,B,1
B2087,"What species have reproductive regimes that are temperature sensitive?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What species have reproductive regimes that are temperature sensitive?
  A: Cold-water seaweeds, in particular kelps
  B: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  C: It will have an impact on major economic interests and can jeopardize food security
  D: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  E: Because of the increasing seawater temperature.
 ",A,E,0
B2114,"What does the latitudinal gradient pattern describe?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What does the latitudinal gradient pattern describe?
  A: A reduction in number of species from the equator to the poles.
  B: Biodiversity loss, habitat damage and fragmentation as well as diseases
  C: These information and thematic maps can aid government agencies in delineating extractive and fishery exclusion areas, thus contributing to the management plan for this species.
  D: To be involved in the genesis of both passive margin and the first oceanic crust.
  E: To protect the biodiversity of the Marajó Archipelago and guarantee the sustainability of its ecosystems
 ",A,A,1
B2161,"In which areas both piracy and armed robbery occur most significantly?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: In which areas both piracy and armed robbery occur most significantly?
  A: The International Convention on the Safety of Life at Sea, the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, and the International Convention for the Prevention of Pollution from Ships (MARPOL)
  B: The BG Group data were released before the fourth quarter results were presented.
  C: The bidder was Shell and the block was Campos
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: South-East Asia and West Africa
 ",E,E,1
B2191,"What technologies are used to monitor illegal catches of ocean species?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What technologies are used to monitor illegal catches of ocean species?
  A: Technological advances
  B: Artificial Intelligence, machine learning, remote sensing and camera technologies.
  C: A more intense use of the energy sector.
  D: It will help to supply the growing energy demand.
  E: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
 ",B,B,1
B2198,"How does global warming affect the rain?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How does global warming affect the rain?
  A: It changes the amount of rain, it causes more extreme precipitation events and causes changes in the balance between snow and rain
  B: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  C: Because it is influenced by natural factors, such as the variability in winds and currents, and human perturbations
  D: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  E: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
 ",A,A,1
B2207,"What's ocean acidification?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What's ocean acidification?
  A: The change in seawater chemistry caused by ocean uptake of carbon dioxide emissions.
  B: Acidification is not evenly distributed.
  C: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: Ocean warming and land ice melt.
 ",A,A,1
B2223,"Why is the Arctic expected to increase its anthropogenic noise?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why is the Arctic expected to increase its anthropogenic noise?
  A: The increase on the anthropogenic inputs of phosphorus and nitrogen in coastal ecosystems caused by the use of certain fertilizers, combustion of fossil fuels, cultivation of nitrogen fixing legumes and waste from both livestock production and urban areas.
  B: Because the area is opening up to the shipping.
  C: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  D: An aptiana volcanic activity in the South Atlantic
  E: Particularly over the Atlantic Ocean (e.g., the North Atlantic Oscillation, the Atlantic Meridional Mode, and the Atlantic Meridional Overturning Circulation), and the extratropical modes that occur in both hemispheres.
 ",B,B: Because the area is opening up to the shipping.,0
B2227,"What are the consequences of marine environment pressure?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the consequences of marine environment pressure?
  A: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  B: In coastal environments it affects its configuration and restricts ecosystem services that produce benefits for nature and society.
  C: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  D: Environmental, social and economic management of human interactions with oceans and coasts at multiple levels (transboundary, regional, national and local)
  E: Biodiversity loss, habitat damage and fragmentation as well as diseases
 ",E,B,0
B2234,"What improvements need to be done in order to achieve a complete fishes-spieces inventory of the ocean ?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What improvements need to be done in order to achieve a complete fishes-spieces inventory of the ocean ?
  A: According to the conservations assesments, nearly 50 per cent of elasmobranchs are threatened or near threatened with extinction.
  B: Improvements in taxonomic and biosystematic infrastructure and in the exploration and characterization of the oceans.
  C: A reduction in number of species from the equator to the poles.
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: The incomplete regressive succession of marginal marine facies.
 ",B,B,1
B2239,"What are the main international maritime safety conventions?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the main international maritime safety conventions?
  A: The International Convention on the Safety of Life at Sea, the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, and the International Convention for the Prevention of Pollution from Ships (MARPOL)
  B: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  C: With the aid of ancillary information such as location of known sources of pollution.
  D: A reduction in number of species from the equator to the poles.
  E: The trenches seem to have removed most of the free product from the sector adjacent to the spill site, and the swamp treatment has managed to restore its vegetation.
 ",A,A,1
B2287,"What are the major threats to marine biodiversity?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the major threats to marine biodiversity?
  A: The extinction of herbivorous fish and excessive nutrients from sewage and agriculture
  B: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  C: Overexploitation and habitat loss and degradation
  D: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  E: Biodiversity loss, habitat damage and fragmentation as well as diseases
 ",C,C: Overexploitation and habitat loss and degradation,0
B2327,"How much more CO2 is being emited in 2019 compared to 2010, in gigaton?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How much more CO2 is being emited in 2019 compared to 2010, in gigaton?
  A: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  B: Climate change is expected to result in expressive increases in wave heights.
  C: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  D: Shed light on the effects of climate and oceanographic variability on sediment input and accumulation in a less-studied portion of the Brazilian shelf
  E: 2.9.
 ",E,E: 2.9.,0
B2353,"What are the main causes of the rise in the mean sea level?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the main causes of the rise in the mean sea level?
  A: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  B: Ocean warming and land ice melt.
  C: Particularly over the Atlantic Ocean (e.g., the North Atlantic Oscillation, the Atlantic Meridional Mode, and the Atlantic Meridional Overturning Circulation), and the extratropical modes that occur in both hemispheres.
  D: The change in seawater chemistry caused by ocean uptake of carbon dioxide emissions.
  E: It changes the amount of rain, it causes more extreme precipitation events and causes changes in the balance between snow and rain
 ",B,B,1
B2357,"The salinity changes in the oceans is convincing evidence of what?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: The salinity changes in the oceans is convincing evidence of what?
  A: It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.
  B: Ocean warming and land ice melt.
  C: Particularly over the Atlantic Ocean (e.g., the North Atlantic Oscillation, the Atlantic Meridional Mode, and the Atlantic Meridional Overturning Circulation), and the extratropical modes that occur in both hemispheres.
  D: The change in seawater chemistry caused by ocean uptake of carbon dioxide emissions.
  E: It changes the amount of rain, it causes more extreme precipitation events and causes changes in the balance between snow and rain
 ",A,A,1
B2381,"What percentage of the world's population lives on the coast or within a 150 kilometer radius?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What percentage of the world's population lives on the coast or within a 150 kilometer radius?
  A: In coastal environments it affects its configuration and restricts ecosystem services that produce benefits for nature and society.
  B: Traditionally as goods, services and and cultural benefits.
  C: Because it is influenced by natural factors, such as the variability in winds and currents, and human perturbations
  D: An assembly line has the capability to minimize logistics costs and delivery times.
  E: 44%
 ",E,E,1
B2392,"Where will the main socioeconomic impacts of changes in erosion and sedimentation occur?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Where will the main socioeconomic impacts of changes in erosion and sedimentation occur?
  A: At locations where erosion coincides with high population density.
  B: To guarantee the quality of coastal population life and the protection of ecosystems resources.
  C: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  D: In coastal environments it affects its configuration and restricts ecosystem services that produce benefits for nature and society.
  E: The quality of coastal population life and the protection of ecosystems and resources within it.
 ",A,E,0
B2395,"What is the main source of anthropogenic noise in the ocean?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the main source of anthropogenic noise in the ocean?
  A: Many projections estimate the loss of all commercial fisheries by the middle of the century, but this information is unreliable.
  B: The by-catch of seabirds and the depletion of their prey caused by fishing.
  C: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  D: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
  E: Commercial shipping.
 ",E,E,1
B2421,"How can aquaculture become more sustainable?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How can aquaculture become more sustainable?
  A: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  B: Floating production and storage units (FPSOs) are structures that house more than 40 thousand metric tons of oil with a complex structure, exploring ultra-deep wells in the pre-salt prospect.
  C: To guarantee the quality of coastal population life and the protection of ecosystems resources.
  D: According to the conservations assesments, nearly 50 per cent of elasmobranchs are threatened or near threatened with extinction.
  E: By ensuring aquafeed production is adequate
 ",E,E,1
B2427,"How to deal with critical levels of marine litter?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How to deal with critical levels of marine litter?
  A: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  B: Environmental, social and economic management of human interactions with oceans and coasts at multiple levels (transboundary, regional, national and local)
  C: With the aid of ancillary information such as location of known sources of pollution.
  D: The International Convention on the Safety of Life at Sea, the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, and the International Convention for the Prevention of Pollution from Ships (MARPOL)
  E: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
 ",A,A,1
B2444,"Based on conservations assesments assessed by the International Union for Conservation of Nature (IUCN), what is the percentage of elasmobranchs threatened or near threatened with extinction ?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Based on conservations assesments assessed by the International Union for Conservation of Nature (IUCN), what is the percentage of elasmobranchs threatened or near threatened with extinction ?
  A: According to the conservations assesments, nearly 50 per cent of elasmobranchs are threatened or near threatened with extinction.
  B: Improvements in taxonomic and biosystematic infrastructure and in the exploration and characterization of the oceans.
  C: A reduction in number of species from the equator to the poles.
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: The incomplete regressive succession of marginal marine facies.
 ",A,A,1
B2468,"Why will food pressure increase in 2030?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why will food pressure increase in 2030?
  A: The United Nations predicts that the global population will reach 8.5 billion in 2030
  B: Because in 2030 the world population will exceed 8.5 billion people in the world
  C: It will have an impact on major economic interests and can jeopardize food security
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: A more intense use of the energy sector.
 ",B,A,0
B2471,"approximately how many areas of the delta and estuary benefit from some level of environmental protection?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: approximately how many areas of the delta and estuary benefit from some level of environmental protection?
  A: The estimated rate is 10% per year.
  B: According to the conservations assesments, nearly 50 per cent of elasmobranchs are threatened or near threatened with extinction.
  C: Approximately 450 delta and estuary areas benefit from some level of environmental protection
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: To guarantee the quality of coastal population life and the protection of ecosystems resources.
 ",C,C,1
B2510,"What integrated modeling frameworks enable the identification of sustainable ocean use?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What integrated modeling frameworks enable the identification of sustainable ocean use?
  A: Changes in people and economies, governance structures and the effects of climate change on maritime industries and the environment.
  B: Global variability in population distribution and demographics
  C: Shed light on the effects of climate and oceanographic variability on sediment input and accumulation in a less-studied portion of the Brazilian shelf
  D: Climate change is expected to result in expressive increases in wave heights.
  E: Complex three-dimensional physical structures, dynamic oceanographic conditions, terrestrial input effects and special vegetation characteristics
 ",A,E,0
